cell_label,x,y,z,brain_section_label,Drd1,Drd2,Pdyn,Penk,Oprd1,Oprk1,Oprm1,Cnr1,Cartpt,Nts,Hcrtr1,Hcrtr2,Lepr,Mc4r,Npy1r,Npy2r,Mme,Htr1b,Htr2c,Htr4,Otof,Chrm3
3.2267931982921e+38,3.12330410517074,6.19140439864991,4.54189181740724,-2.025,0,2.7898538,0.25196224,4.590357,1.1009468,0.25196224,0,0.8182802,0,0.25196224,0,0,0,0,0.25196224,0,0.25196224,0.6530389,0,0.25196224,2.4802175,0
3.46776303652612e+37,3.18339759790733,6.24305150492329,4.54189181740724,-2.025,0,2.7608123,0,5.138414,0.5305147,0,0,0.5305147,0,0,0,0,0,0,0,0,0.5305147,0.91753787,0,0.5305147,2.187627,0
5.40175329906803e+37,3.14683747780404,6.2006449947601,4.54189181740724,-2.025,0,2.78584,0.2670246,5.1769204,0.8586131,0,0,1.1505216,0,0.2670246,0.2670246,0,0,0,0.2670246,0,0.49226043,1.2769521,0,0.6870344,0,0
5.50238620894844e+36,3.17562071690331,6.10430633407725,4.54189181740724,-2.025,0,3.0268002,0,4.8875256,1.5607148,0,0,0.722466,0,0.722466,0,0,0,0,1.2016338,0,0.722466,0,0,0,3.0268002,0
7.67028915829019e+37,3.15119598310993,6.17526675894781,4.54189181740724,-2.025,0,2.6130555,0,5.4948435,1.0355129,0,0,1.50448,0,0,0,0,0,0,0.33623832,0,0.33623832,0.33623832,0,0,1.5697118,0.17789264
9.10421071595806e+37,3.14137343196089,6.14610285214298,4.54189181740724,-2.025,0,2.6728487,0,4.940838,1.2720028,0,0,1.5757735,0,0,0,0,0,0,0.64707166,0,0.35951352,0,0,0,1.9373187,0.35951352
9.17139179830849e+37,3.11526585780671,6.11306371952544,4.54189181740724,-2.025,0,2.5383515,0.37915295,3.8304007,1.323595,0.37915295,0,0.6791139,0,0,0,0,0,0,1.1390189,0,1.323595,0.6791139,0,0,2.746524,0.37915295
1.07899158262903e+38,3.30666349947939,6.14593276729363,4.54189181740724,-2.025,0,0.86051494,0,5.139912,0.86051494,0,0,1.7853658,0,0,0,0,0,0,0,0,0,0,0,0,1.3958155,0
1.22517545108179e+38,3.28399535707395,6.16634444252407,4.54189181740724,-2.025,0,2.9194653,0,3.8473895,1.2098472,0,0,0,0,0,0,0,0,0,0,0,0,0.33642766,0,0,3.0163019,0.33642766
2.03240565765376e+38,3.3417990046796,6.17115397289782,4.54189181740724,-2.025,0,2.7903533,0,5.1970005,1.149526,0.43094587,0,0.23150438,0,0.43094587,0.23150438,0,0,0,0.23150438,0,0,0.60613495,0,0.43094587,2.3228934,0.43094587
2.22346215054547e+38,3.32642362596043,6.15025519852244,4.54189181740724,-2.025,1.6686994,2.7157323,0.31283015,4.6281857,0.31283015,0.56976724,0,0.56976724,0,0.31283015,0,0,0,0.31283015,0.56976724,0,0,0.9771467,0,0,0.9771467,0.56976724
2.30347772350103e+38,3.23258067770668,6.12789125956621,4.54189181740724,-2.025,0.25260013,2.6685424,0,3.9932652,0.6544878,0.6544878,0,0.46749306,0,0.25260013,0,0,0,0,0.25260013,0,0.6544878,0.25260013,0,0.8200028,2.4332542,0.46749306
2.62841587257532e+38,3.38070423745135,6.21301626725998,4.54189181740724,-2.025,0,2.5995147,0,3.823561,1.596616,0,0.590801,0,0,0,0,0,0,0,1.3324205,0,0,0,0,0,2.335901,0
2.65407517764154e+38,3.33801529556374,6.14031585012612,4.54189181740724,-2.025,0,1.8151782,0,5.4176483,0.7821763,0.4434598,0,1.0562954,0,0,0,0,0,0,0,0,0,0,0,0,2.7565506,0.4434598
2.87124541791147e+38,3.36546724734138,6.12104801417991,4.54189181740724,-2.025,0,2.731708,0,3.3551638,0.8232769,0,0,0.8232769,0,0,0,0,0,0.3293802,0,0,0.8232769,0,0,0,1.0185586,0
3.3395782822506e+38,3.36025594609544,6.18930820261061,4.54189181740724,-2.025,0,2.408951,0,3.9835546,1.5290765,0,0.34418088,0.62186205,0,0,0,0,0,0,0.34418088,0,0,0.8546262,0,0.34418088,3.0009341,0.34418088
3.40177287529379e+38,3.36456229449635,6.1224409975738,4.54189181740724,-2.025,0,1.9608479,0,4.1043596,1.9608479,0,0,0.36657754,0,0,0.36657754,0,0,0,0.36657754,0,0.6586286,0,0.36657754,0,2.4166667,0.9013956
5.21545285713169e+37,3.22702239115782,6.0809021399635,4.54189181740724,-2.025,0,2.0885408,0,4.910506,0.8586131,0,0.2670246,0.6870344,0,0,0,0,0.2670246,0,0,0,0.49226043,0.2670246,0,0.49226043,2.9081125,0.49226043
5.48095743026483e+37,3.37771473983391,6.10402706737241,4.54189181740724,-2.025,0.25871393,1.9067998,0,5.2376018,0.6683326,0.25871393,0,0.47801235,0,0.47801235,0,0,0,0,0,0,0,1.1233155,0,0.25871393,2.700335,0.6683326
7.86051575709507e+37,3.37112208939026,6.17303173802385,4.54189181740724,-2.025,0,2.8798735,0,4.3505406,1.3730713,0,0,0,0,0.39839724,0,0,0,0,0.39839724,0,0.7102483,0,0,0,2.446944,0.9665253
8.03328747053225e+37,3.26698627770138,6.14870218517568,4.54189181740724,-2.025,0.27163044,2.2415607,0,4.814522,1.2928991,0.27163044,0,1.025636,0,0,0,0,0,0,0.69734144,0,0,0.50013167,0,0.50013167,2.109274,0.50013167
8.6104289482328e+37,3.32680396819622,6.19995327686833,4.54189181740724,-2.025,0,1.7385857,0,4.9171205,0,0.6638179,0,0,0,0,0,0,0,0.6638179,0,0,0.6638179,0,0,0.6638179,3.1984587,0
